ACO,BMType,Count,RA_2000,Dec_2000,Redshift,Richness,D_class,Mag_10,GLON_2000,GLAT_2000
641,,35,123.67499999999997,22.616666666666667,,0,6,17.5,200.34390690832115,27.85916595621177
642,III,91,124.77499999999999,30.033333333333335,,2,6,17.7,192.56921674373612,31.050932544054277
643,,30,124.89999999999998,52.483333333333334,,0,5,17.1,166.10369643637208,34.40687953167325
644,III:,42,124.34999999999997,-7.583333333333333,.0704,0,4,16.2,229.9915413103083,15.249205949529307
645,III,50,125.62499999999999,56.56666666666667,,1,6,17.7,161.13649949887395,34.76965418507138
646,III,48,125.52499999999999,47.1,.1303,0,5,16.8,172.65137962050295,34.575111303421785
647,,74,125.09999999999998,7.533333333333333,,1,6,17.8,216.32581403109313,23.18678022784169
648,III:,56,125.54999999999997,32.53333333333333,,1,6,17.7,189.9216901735852,32.32126242124632
649,II,40,126.04999999999997,48.86666666666667,,0,6,17.3,170.52825701798704,35.02830502418658
650,,31,125.62499999999999,18.566666666666666,,0,6,17.5,205.36513744985666,28.141786463160976
651,,42,125.57499999999997,16.1,,0,6,17.6,207.92585256776772,27.170890410909667
652,,39,126.42499999999998,56.03333333333333,.1938,0,6,17.5,161.761571901615,35.237961273264325
653,,52,125.44999999999999,1.2166666666666668,,1,5,17.0,222.5380272157598,20.578310065575415
654,III,55,126.04999999999997,38.916666666666664,,1,5,17.1,182.54565953559268,33.99563267460162
655,I-II,142,126.32499999999999,47.11666666666667,.1245,3,5,17.1,172.675486211866,35.11949603636504
656,III,54,126.375,48.266666666666666,,1,6,17.5,171.27303403920286,35.21581923578562
657,III,96,125.82499999999999,15.95,,2,6,17.4,208.18578030149743,27.33472480772108
658,III,50,125.94999999999999,15.666666666666666,,1,5,17.0,208.5322731922926,27.335933688731807
659,,53,126.02499999999999,19.4,,1,5,16.8,204.63720557711346,28.796033095192936
660,III,57,126.32499999999999,36.833333333333336,,1,6,17.7,185.06377625306249,33.84897025151527
661,III,74,126.82499999999999,53.13333333333333,,1,6,17.4,165.3077674375478,35.569287371349844
662,,35,126.19999999999999,8.483333333333333,,0,6,17.4,215.91913534415238,24.583463284580343
663,,44,126.62499999999999,34.81666666666667,,0,6,17.7,187.500628449688,33.696886978796115
664,,81,126.19999999999999,4.433333333333334,,2,6,17.4,219.86552968763965,22.755587946888234
665,III:,321,127.69999999999999,65.86666666666666,.1816,5,6,17.5,149.75209580490952,34.68008905053885
666,,43,126.79999999999998,38.31666666666667,,0,6,17.9,183.3768631917454,34.47644970823211
667,,41,127.02499999999999,44.71666666666667,,0,6,17.5,175.6508420024886,35.43138616282065
668,III,57,126.92499999999997,34.766666666666666,,1,6,17.5,187.619726581491,33.9279844291215
669,II,60,127.55,56.3,,1,6,17.9,161.38869887059516,35.847382978704886
670,III,106,128.14999999999998,66.86666666666666,,2,6,17.5,148.5168462758911,34.65917741313481
671,II-III:,38,127.12499999999999,30.416666666666668,.0494,0,3,14.9,192.7493628251202,33.11164252889184
672,,37,127.225,32.46666666666667,,0,6,17.4,190.38803184048572,33.68035188796203
673,,37,127.075,15.166666666666666,,0,5,17.1,209.5297816056644,28.140125116648672
674,,30,127.55,18.416666666666668,,0,6,17.7,206.28531358579644,29.78716134021704
675,,32,127.89999999999999,38.4,,0,6,17.7,183.4414355823125,35.34140066119234
676,,36,127.89999999999999,37.15,,0,6,17.7,184.95255083217882,35.14294257363089
677,I-II,60,128.075,35.766666666666666,,1,6,17.9,186.64738613447295,35.041194171383765
678,III,55,128.575,50.7,,1,5,17.1,168.2986276872292,36.687516905203054
679,,40,128.52499999999998,35.95,,0,6,17.9,186.50612074682013,35.43274435481882
680,III,61,128.825,36.85,.079,1,6,17.7,185.46477968652758,35.822469160266856
681,II,34,129.04999999999998,43.833333333333336,,0,5,17.1,176.8792577216378,36.80895548023641
682,,39,129.49999999999997,51.833333333333336,,0,5,17.1,166.8617017871455,37.23628349716789
683,III,41,129.14999999999998,31.216666666666665,,0,5,17.1,192.31011668126663,34.99096137752978
684,III,112,130.84999999999997,72.8,,2,5,17.1,141.2892864272273,33.994061709194035
685,,44,129.39999999999998,44.233333333333334,,0,5,17.1,176.40077025911512,37.08660109730079
686,III,97,131.975,77.71666666666667,,2,6,17.7,135.66673174159203,32.525404991111856
687,II-III:,55,129.75,42.13333333333333,,1,6,17.7,179.05149429193628,37.186476528425054
688,II-III,50,129.37499999999997,15.85,.0421,1,6,17.5,209.7904663453682,30.448146598305595
689,,44,129.37499999999997,14.983333333333333,,0,5,17.1,210.71598342472993,30.112997715730828
690,I,52,129.8,28.833333333333332,.0788,1,5,16.9,195.29888921679807,34.96933936137479
691,,34,130.275,42.03333333333333,,0,5,17.1,179.2177440310152,37.56643032376194
692,III,38,130.225,26.733333333333334,,0,4,16.2,197.88963409502168,34.78422757614943
693,,46,129.92499999999998,1.0666666666666667,,0,6,17.4,225.03206643137634,24.41677359516405
694,,37,130.29999999999998,32.05,,0,6,17.5,191.5725971325693,36.128133339702075
695,III,63,130.34999999999997,32.28333333333333,.0694,1,5,17.1,191.30071057801,36.21794243612196
696,III,51,130.39999999999998,16.166666666666668,,1,6,17.4,209.8868817200193,31.479727749025567
697,II-III,53,130.725,36.333333333333336,,1,6,17.9,186.39750798559166,37.24811124122333
698,III,73,130.84999999999997,41.53333333333333,,1,6,17.9,179.8922223442509,37.95307980151581
699,III,50,131.15,27.783333333333335,,1,5,16.5,196.91381514723594,35.8541346323346
700,III:,30,131.5,36.95,,0,7,18.3,185.74067692977505,37.95249469011832
701,III,34,131.89999999999998,38.11666666666667,,0,6,17.7,184.31982704369483,38.415585237947
702,II-III:,59,131.74999999999997,24.966666666666665,,1,5,17.1,200.43369526496883,35.610540387687514
703,,68,131.52499999999998,5.116666666666666,,1,6,17.8,221.9364543009093,27.767746031200144
704,,32,134.79999999999998,79.3,,0,6,17.5,133.68379857453925,32.376092578268484
705,II-III,33,131.89999999999998,29.983333333333334,,0,5,17.1,194.45470605285237,37.019345037014936
706,III,69,132.075,28.716666666666665,,1,6,17.5,196.0407601709951,36.87432636435444
707,,42,135.225,79.88333333333334,,0,6,17.5,133.02770414941702,32.1799512634432
708,III,54,132.24999999999997,37.516666666666666,,1,6,17.9,185.12353440503873,38.618090916473946
709,,44,132.54999999999998,12.733333333333333,,0,6,17.5,214.56346812963065,32.03843797233794
710,,41,133.04999999999998,36.55,,0,6,17.9,186.4583456366917,39.13033811444591
711,III,57,132.6,0.3,,1,6,17.3,227.24550467635868,26.35172970039544
712,II:,50,133.025,25.616666666666667,,1,6,17.7,200.05819878940673,36.898834328872574
713,III:,47,133.14999999999998,18.2,,0,5,16.8,208.78393877639172,34.67068099937103
714,III:,67,133.7,41.9,,1,5,16.8,179.5952415301478,40.09934651697743
715,II-III:,69,133.67499999999998,35.38333333333333,,1,6,17.9,188.04009411895845,39.475177747467505
716,,46,134.0,48.45,,0,5,17.1,171.01643076532528,40.279563290439825
717,,41,138.125,82.85,,0,5,16.7,129.74745810975517,31.09077265282968
718,,43,136.7,79.21666666666667,,0,5,17.1,133.57713562848284,32.72858703693197
719,III,87,136.42499999999998,78.0,,2,6,17.6,134.88808258705012,33.252223816256546
720,I-II,60,133.77499999999998,15.616666666666667,,1,6,17.7,211.96393295068523,34.27208478740629
721,,36,134.875,61.28333333333333,,0,6,17.7,154.44889235172917,38.799953672240946
722,II-III,36,134.325,30.75,,0,5,16.9,194.06567452253054,39.226516231364776
723,III,53,137.95,81.45,,1,5,17.1,131.16144653988712,31.801707367090607
724,II-III,61,134.57499999999996,38.56666666666667,,1,5,16.7,184.01567824203826,40.5484095037746
725,,36,135.29999999999998,62.6,,0,6,17.4,152.75301802071567,38.64797682847896
726,III,35,134.57499999999996,31.116666666666667,,0,5,16.7,193.65492656903666,39.50864111245218
727,III:,65,134.77499999999998,39.416666666666664,,1,5,16.7,182.91458661467922,40.76969656693167
728,,44,134.4,9.966666666666667,,0,6,17.5,218.43634806950405,32.51006074450491
729,III,55,135.27499999999998,58.25,,1,5,17.1,158.19818408820979,39.701992516136784
730,III,78,135.09999999999997,51.333333333333336,,1,6,17.5,167.15878523068415,40.74323492016451
731,,35,134.35,-3.6666666666666665,,0,6,17.6,232.02811794589485,25.771255156909973
732,II-III:,65,134.475,3.1666666666666665,.2030,1,6,17.7,225.49628093994306,29.40784216870215
733,I:,64,135.325,55.61666666666667,.1159,1,6,17.7,161.56010020698602,40.248584121919635
734,I,71,135.14999999999998,16.266666666666666,,1,6,17.7,211.8410748711293,35.74189649820756
735,,44,136.1,61.75,,0,6,17.5,153.6716218589844,39.240841419627095
736,III,95,135.79999999999998,52.2,,2,6,17.5,165.949511921803,41.064826659550796
737,,38,138.37499999999997,79.9,,0,5,16.9,132.69301017721446,32.65537461758337
738,II-III,86,138.1,78.01666666666667,,2,6,17.5,134.6722165431384,33.55039602100404
739,II-III,66,136.12499999999997,47.233333333333334,,1,6,17.5,172.51218071402965,41.77657699394854
740,II-III,49,136.39999999999998,42.3,,0,5,17.1,179.1363305777544,42.11266026393219
741,III,50,136.62499999999997,37.28333333333333,,1,6,17.8,185.9008427585181,42.05044038560942
742,III,58,137.54999999999998,60.28333333333333,,1,6,17.7,155.25006708777508,40.32400817767938
743,III:,53,136.67499999999998,10.266666666666667,,1,6,17.5,219.2888846969266,34.65519565118334
744,II,42,136.825,16.65,.0729,0,5,16.6,212.1439098359594,37.37535202310643
745,,35,136.7,4.766666666666667,,0,6,17.4,225.14092966564527,32.1269252743306
746,III,77,137.39999999999998,51.53333333333333,,1,6,17.7,166.6422773182882,42.13820001483868
747,II,50,137.725,61.11666666666667,,1,6,17.5,154.17215814935878,40.16632680126048
748,II:,84,139.1,75.76666666666667,,2,6,17.4,136.91455810849126,34.84434492251863
749,,44,137.17499999999998,6.966666666666667,,0,6,17.7,223.1116631698777,33.59600148447955
750,III,142,137.275,11.016666666666667,.162,3,5,17.1,218.7770492731989,35.51239946018716
751,,42,142.04999999999998,83.41666666666667,,0,6,17.8,128.89232392160014,31.161590717142822
752,III,55,137.6,35.43333333333333,,1,6,17.8,188.49403013968987,42.65606029317479
753,,37,137.14999999999998,-6.883333333333333,,0,6,17.3,236.72845879768855,26.304846601140405
754,I-II:,92,137.2,-9.633333333333333,.0528,2,3,15.2,239.24317969233599,24.75042090341973
755,,39,138.125,48.95,,0,5,17.1,170.0312875362373,42.94749519920344
756,III,55,138.1,48.46666666666667,,1,6,17.5,170.6899562065398,42.98729832327116
757,III,32,138.2,47.7,.0515,0,3,15.6,171.72354535563915,43.13554590526265
758,III,52,138.15,42.53333333333333,,1,6,17.9,178.81203757284473,43.40372040058753
759,,31,138.2,41.88333333333333,,0,6,17.5,179.70642426491963,43.44781746684604
760,,63,137.64999999999998,-5.466666666666667,,1,6,17.6,235.7395579549196,27.51996755073035
761,,50,137.67499999999998,-10.583333333333334,,1,5,17.0,240.39037991544868,24.565545094817587
762,,32,139.77499999999998,74.28333333333333,.1332,0,4,16.2,138.4021043594687,35.71386470397709
763,II-III,50,138.125,15.983333333333333,,1,5,16.5,213.517849144124,38.282799560812144
764,II-III,82,139.29999999999998,63.81666666666667,,2,6,17.4,150.52645459738082,39.975088973912555
765,III:,96,140.17499999999998,73.81666666666666,,2,5,16.9,138.841044816707,36.03535264263168
766,,48,138.27499999999998,-4.716666666666667,,0,5,17.1,235.43807779157098,28.457609822853225
767,III,79,142.54999999999998,82.4,,1,5,17.1,129.81040042108665,31.81312390057995
768,III,59,141.45,79.38333333333334,,1,6,17.7,132.8644276165816,33.398157025852974
769,III,50,138.575,3.3,,1,5,16.5,227.75496499377604,33.01969349439386
770,,38,139.52499999999998,60.416666666666664,,0,6,17.7,154.69774118925304,41.21694629658859
771,III,65,139.64999999999998,61.166666666666664,,1,6,17.7,153.72885946804004,41.03371886571858
772,III,55,139.125,36.61666666666667,,1,6,17.7,187.02460358252532,43.98975015181787
773,II-III:,108,139.5,51.7,,2,6,17.5,166.12094879783592,43.39575297571683
774,,48,138.89999999999998,5.516666666666667,,0,5,16.9,225.63852491747068,34.40519281302375
775,II:,61,139.075,5.866666666666667,,1,6,17.4,225.37064763989088,34.72793860589557
776,III,51,139.075,-0.38333333333333336,,1,6,17.9,231.77668908926452,31.517843137937184
777,III,210,142.075,78.21666666666667,.224,4,6,17.5,133.95302452681827,34.14446850119416
778,,54,139.5,-8.3,,1,6,17.8,239.5406684748639,27.37103287902935
779,I-II:,32,139.95,33.766666666666666,.0226,0,1,13.8,191.06991118217513,44.39729720005789
780,,39,139.625,-12.25,.0522,0,5,16.6,243.12733891271387,25.075772583226893
781,III,97,140.1,30.433333333333334,,2,6,17.6,195.70105254223083,44.05528847076612
782,III,107,140.5,51.96666666666667,,2,6,17.4,165.59309300919958,43.950011029472385
783,III,56,140.79999999999998,61.233333333333334,,1,6,17.4,153.39647950186276,41.53270514563421
784,II:,64,140.62499999999997,54.96666666666667,.1236,1,6,17.5,161.53386035027148,43.3347190777654
785,,39,141.04999999999998,59.46666666666667,,0,6,17.6,155.5743631557935,42.245470400473494
786,,45,142.2,74.78333333333333,.1241,0,5,16.9,137.4673428546039,36.02084589836394
787,II:,106,142.14999999999998,74.38333333333334,.1352,2,5,16.9,137.8980404535851,36.21867044839216
788,II:,63,142.02499999999998,72.28333333333333,,1,5,17.0,140.17564315297142,37.25803179010487
789,,47,141.325,61.016666666666666,,0,6,17.5,153.5491909279717,41.84609347036037
790,,75,140.27499999999998,-13.616666666666667,,1,6,17.3,244.74133560696805,24.720984921689354
791,III,60,140.575,12.416666666666666,,1,6,17.5,218.921369014035,39.03192093031806
792,II-III:,51,141.24999999999997,42.8,,1,6,17.5,178.31909950684974,45.671545912173926
793,II-III,64,141.39999999999998,50.3,,1,5,17.1,167.72321598750634,44.833198302625796
794,III,55,140.95,8.65,,1,6,17.5,223.4345813108266,37.688830706596654
795,III,151,141.0,14.166666666666666,.1357,3,6,17.5,217.07427957619635,40.13065219868082
796,III,56,141.99999999999997,60.38333333333333,,1,6,17.4,154.18940055032678,42.37964069090382
797,II-III,51,141.64999999999998,17.65,,1,5,16.5,213.11470488865828,42.03342933328726
798,II-III,54,144.89999999999998,80.95,,1,6,17.9,130.935114678417,32.96003170583821
799,,38,142.575,58.733333333333334,,0,6,17.7,156.1580868029755,43.22893603917605
800,III,99,142.12499999999997,37.78333333333333,,2,6,17.7,185.53112301740384,46.43186171518886
801,II-III,81,141.99999999999997,20.55,.1918,2,6,17.7,209.5517182940223,43.321823383651854
802,III,59,143.35,67.03333333333333,,1,6,17.3,145.7908274795122,40.1903191537888
803,,49,142.29999999999998,12.116666666666667,,0,6,17.5,220.20829890657458,40.429023816148806
804,II-III:,64,143.2,62.55,,1,6,17.4,151.1889103527053,42.08408257791937
805,,37,142.24999999999997,4.1,,0,6,17.5,229.20320916443583,36.58003351302106
806,,42,143.04999999999998,56.016666666666666,,0,6,17.5,159.6004726878109,44.35713547936408
807,III,54,142.24999999999997,-6.433333333333334,,1,6,17.9,239.69246648878192,30.673197713669243
808,,38,142.54999999999998,7.683333333333334,,0,6,17.4,225.47074348502468,38.626696948692384
809,,31,144.75,77.28333333333333,,0,5,16.9,134.49212452854354,35.14248591878496
810,,37,142.67499999999998,-2.15,,0,6,17.4,235.89040476348768,33.529582455899266
811,II-III,71,144.97499999999997,77.51666666666667,,1,6,17.4,134.22630006988135,35.044779256345976
812,,39,143.14999999999998,37.88333333333333,,0,6,17.8,185.4037249449225,47.24288501602703
813,,61,142.62499999999997,-14.55,,1,6,17.5,247.1460742515697,25.87864926184793
814,II-III,92,144.79999999999998,75.91666666666667,,2,5,17.1,135.85105000790594,35.945840706315664
815,II:,62,143.075,29.05,,1,6,17.7,198.26005282064193,46.3654602981054
816,,68,142.75,-13.383333333333333,,1,6,17.4,246.241380587402,26.726045535995013
817,III,50,143.04999999999998,17.35,,1,5,17.1,214.14740722753214,43.17141782919747
818,,47,144.725,73.96666666666667,,0,5,16.5,137.8635226696803,37.03461911077128
819,III,36,143.075,9.65,.0759,0,5,16.5,223.54465275244473,40.011320455487606
820,III,65,143.44999999999996,-2.9166666666666665,,1,6,17.5,237.17906292918477,33.718797245529515
821,,48,143.49999999999997,-4.683333333333334,,0,6,17.7,238.91973775826656,32.71722236232594
822,,50,143.42499999999998,-13.416666666666666,,1,6,17.5,246.74665573935687,27.20506603567253
823,,50,143.29999999999998,-25.85,,1,6,17.3,256.6189261336937,18.70625562118499
824,III,42,143.825,23.9,,0,6,17.5,205.72808504914664,45.90502128420362
825,,57,144.7,65.41666666666667,,1,7,18.2,147.34668585832233,41.42435268797768
826,,32,144.325,53.5,,0,6,17.7,162.68784245810642,45.814605563824166
827,III,55,143.64999999999998,-2.95,,1,6,17.5,237.35190839254727,33.861526095934884
828,,41,143.89999999999998,12.183333333333334,,0,6,17.7,221.02442998375756,41.86896577061489
829,,44,144.725,62.13333333333333,,0,5,17.1,151.30362835492144,42.90110887619941
830,II,57,143.87499999999997,7.5,,1,6,17.7,226.49862800460488,39.68658924335862
831,,44,143.79999999999998,-3.033333333333333,,0,6,17.5,237.5389328904911,33.93422270159529
832,,49,143.99999999999997,15.85,,0,5,17.1,216.5269381895859,43.456737910122236
833,,43,144.04999999999998,10.85,,0,5,16.7,222.71212290636376,41.4121484970661
834,III,30,145.17499999999998,66.66666666666667,,0,4,16.3,145.76488724427497,40.995779561532835
835,II-III,51,144.34999999999997,12.85,,1,6,17.7,220.46605413849284,42.55189373668219
836,II,52,146.625,78.43333333333334,,1,6,17.3,133.08381156895214,34.761310876095266
837,II-III,52,144.37499999999997,8.516666666666667,,1,6,17.5,225.6478163818964,40.611710917289
838,III,40,144.275,-5.0,.0507,0,3,15.3,239.77367683555983,33.14491975624235
839,,33,147.14999999999998,79.88333333333334,,0,6,17.9,131.64711517682755,33.921629377684575
840,,38,146.89999999999998,78.7,,0,6,17.3,132.78933313308355,34.63694450508812
841,,47,144.64999999999998,-4.183333333333334,,0,5,16.5,239.26134481040197,33.93505845571884
842,,30,144.54999999999998,-20.916666666666668,,0,5,16.7,253.68142285314727,22.963100352511756
843,III,59,145.475,56.56666666666667,,1,6,17.5,158.23382266921988,45.44173133282582
844,III:,52,145.02499999999998,-0.9333333333333333,,1,6,17.6,236.3214884918984,36.15130787082913
845,II,92,146.02499999999998,64.4,,2,6,17.4,148.19482030152125,42.39947992132009
846,II:,53,145.27499999999998,22.483333333333334,,1,5,17.0,208.2255568049434,46.80645604963665
847,II-III,103,145.1,2.45,,2,6,17.5,232.8632208901324,38.114480803660975
848,,44,146.89999999999998,74.86666666666666,,0,5,16.9,136.52099841317448,36.99101708430639
849,,44,145.34999999999997,21.35,,0,5,17.2,209.8358976987421,46.544671838249414
850,III,80,145.27499999999998,12.566666666666666,,2,6,17.5,221.34341170780925,43.24574701354938
851,,71,145.7,47.0,,1,7,18.4,171.62445276026932,48.26236675333885
852,III,50,145.49999999999997,29.416666666666668,,1,6,17.8,198.2351294594202,48.513028959521755
853,,42,145.54999999999998,15.383333333333333,,0,6,17.5,217.93214458474486,44.65106191494739
854,III,59,145.52499999999998,8.933333333333334,.2069,1,6,17.7,225.885060258459,41.80913410750478
855,,55,145.37499999999997,-9.266666666666667,,1,6,17.4,244.5260244179332,31.343583504015438
856,,42,146.34999999999997,56.55,,0,5,17.1,158.0035100064669,45.89658428603053
857,,107,145.52499999999998,-22.6,,2,5,16.9,255.6722276319013,22.43352747730456
858,II,44,145.84999999999997,5.883333333333333,.0881,0,5,16.6,229.61502890006065,40.57221756785649
859,III,51,145.92499999999998,8.85,,1,5,17.1,226.2384873125928,42.11582201814567
860,III,59,145.89999999999998,2.1,,1,6,17.4,233.7969590218286,38.58914905663422
861,,43,145.89999999999998,0.05,,0,6,17.4,235.94540295414842,37.43263881453566
862,II-III:,68,146.125,9.566666666666666,,1,6,17.7,225.51363400443003,42.6314167655682
863,,40,145.975,-12.6,,0,6,17.7,247.90307292154793,29.614530283146358
864,III,57,147.5,71.18333333333334,,1,6,17.4,140.18239676840108,39.29526447988973
865,III,41,146.67499999999998,43.483333333333334,,0,5,16.6,176.71803699310257,49.54024013624144
866,,45,147.0,58.13333333333333,,0,6,17.5,155.71845483702677,45.600640788140396
867,,44,146.29999999999998,0.5333333333333333,,0,6,17.5,235.73399558699177,38.037331919980296
868,II-III:,186,146.37499999999997,-8.633333333333333,.153,3,6,17.6,244.7011159745192,32.50754862518595
869,,48,146.54999999999998,2.35,,0,6,17.4,233.99323758388454,39.26815482230102
870,III,62,146.69999999999996,9.6,,1,6,17.7,225.84064630948382,43.14636206689491
871,II-III:,52,147.79999999999998,65.76666666666667,,1,5,17.1,146.08645936514998,42.36414850763475
872,III,70,148.875,77.25,,1,6,17.6,133.8354943791334,35.878518696983164
873,III,133,148.17499999999998,71.28333333333333,.182,3,6,17.4,139.91404587068968,39.41401223537836
874,III,63,147.64999999999998,58.016666666666666,,1,6,17.7,155.6672764229758,45.96186549462562
875,,47,148.42499999999998,70.91666666666667,,0,6,17.4,140.2376021336986,39.69466741015981
876,II:,59,147.475,29.266666666666666,,1,6,17.6,198.8547749906928,50.19338255908342
877,III,54,148.975,75.36666666666666,,1,6,17.7,135.61620278810759,37.102553122242284
878,II-III:,61,147.42499999999998,5.75,,1,5,16.8,230.84964399887014,41.84119141133762
879,III,61,147.67499999999998,28.85,,1,5,17.2,199.53961362344512,50.30474421894433
880,II-III:,63,147.42499999999998,-4.166666666666667,,1,6,17.4,241.30650865349563,36.13890511866685
881,,44,149.0,71.7,,0,6,17.7,139.2790476740672,39.37678151057976
882,I,48,147.825,8.233333333333333,.1408,0,5,17.1,228.22427487587564,43.452614017217485
883,II:,50,147.825,5.483333333333333,,1,5,16.8,231.43654187591193,42.03865911704054
884,,48,147.87499999999997,4.716666666666667,,0,5,17.1,232.34212549060106,41.6708294943634
885,III,63,148.7,62.46666666666667,,1,6,17.7,149.71600333152358,44.38585740929044
886,III,69,148.57499999999996,57.88333333333333,,1,6,17.5,155.5405669975345,46.46289295093283
887,,36,148.42499999999998,40.333333333333336,,0,6,17.6,181.3699819433026,51.22052875937371
888,III,66,149.95,76.93333333333334,,1,6,17.7,133.938070860809,36.26718819288188
889,III:,62,148.375,22.766666666666666,,1,6,17.6,208.99773015955068,49.63547148413621
890,,31,148.24999999999997,-4.833333333333333,,0,5,17.2,242.58924783694914,36.364365234900056
891,II-III,61,148.57499999999996,28.4,,1,6,17.6,200.43253253142595,51.01623378254774
892,,42,148.39999999999998,0.55,,0,5,17.1,237.27731764467325,39.76000194645584
893,III,50,148.92499999999998,35.96666666666667,,1,6,17.8,188.34616055117553,51.86262953327999
894,,47,148.975,36.15,,0,6,17.8,188.04826176586232,51.900439056018065
895,III,53,149.17499999999998,49.483333333333334,.360,1,6,18.0,167.07419268867335,49.886793126761695
896,,45,149.12499999999997,41.0,,0,5,17.0,180.21049101246317,51.672366262571195
897,,44,149.07499999999996,28.183333333333334,,0,6,17.6,200.8844250588063,51.41706543891406
898,II,60,149.42499999999998,49.25,,1,6,18.0,167.3446854511432,50.11200030975364
899,III,54,149.57499999999996,55.266666666666666,,1,5,17.2,158.69949085366682,48.061681415378914
900,,34,149.14999999999998,18.583333333333332,,0,6,17.5,215.44959446036108,49.034324041415
901,,52,149.04999999999998,-9.933333333333334,,1,6,17.7,247.94262525893996,33.63979369733779
902,,43,149.12499999999997,-10.166666666666666,,0,6,17.7,248.20936127939908,33.5371999470271
903,,44,149.45,19.616666666666667,,0,5,17.2,214.1033624958805,49.64982892981934
904,III,51,150.02499999999998,60.06666666666667,,1,6,17.4,152.23725585380416,46.12256358440281
905,,38,150.09999999999997,56.983333333333334,,0,6,17.8,156.2003876089208,47.5949040547226
906,,44,150.39999999999998,65.36666666666666,,0,6,17.4,145.7499179594457,43.484697661570046
907,,54,149.59999999999997,-11.05,,1,6,17.5,249.36585508032084,33.279782926251315
908,I-II:,55,149.9,22.4,,1,7,18.4,210.14942793990855,50.89051910270451
909,III:,90,151.29999999999998,74.81666666666666,,2,6,17.7,135.65472780597415,37.91446275386543
910,II-III,222,150.75,67.15,.2055,4,6,17.5,143.64045906592798,42.57765948521144
911,,42,150.09999999999997,-15.383333333333333,,0,6,17.5,253.42209985547385,30.60163185496464
912,,36,150.29999999999998,-0.1,.0888,0,4,15.9,239.4456029640664,40.90044413976189
913,III,65,150.64999999999998,20.466666666666665,.1675,1,6,18.0,213.4079005326517,50.990055497901814
914,III,114,152.1,71.23333333333333,,2,6,17.7,138.95163174495374,40.43756721624031
915,III,54,151.44999999999996,50.916666666666664,,1,5,17.2,164.1981452900056,50.78408776573181
916,,41,150.97499999999997,-19.366666666666667,,0,6,17.3,257.266860678089,28.286933860831223
917,III,66,151.95,62.5,,1,6,17.4,148.5608161399856,45.64620071167221
918,III,69,152.625,73.73333333333333,,1,5,17.1,136.3762321931173,38.90582790054877
919,II:,60,151.25,-0.6833333333333333,,1,5,17.1,240.82870977128002,41.295920468460196
920,II-III,56,151.82499999999996,55.266666666666666,,1,5,17.2,157.87010142564193,49.22054825670586
921,III,41,151.37499999999997,7.416666666666667,,0,5,16.7,231.7502015688316,46.05477875958957
922,II-III:,85,152.6,71.01666666666667,,2,6,17.9,139.03057393092178,40.701217307045006
923,II:,50,151.62499999999997,25.9,.1162,1,5,17.2,205.221062341699,53.24841289800976
924,III,75,151.75,35.65,.0989,1,5,17.2,188.7834879760981,54.160336037492684
925,III,53,151.7,27.116666666666667,,1,6,17.7,203.23578111719678,53.537081351762424
926,II:,56,151.7,21.683333333333334,,1,6,17.8,212.01200321008903,52.29002004277921
927,III,66,152.04999999999998,50.31666666666667,,1,6,17.4,164.86660712023922,51.357242721115895
928,II-III,57,151.725,11.5,,1,5,17.2,226.7963034274246,48.39689608127439
929,,45,151.97499999999997,38.0,,0,6,17.6,184.75654744271802,54.18898317039508
930,III:,50,151.725,-5.616666666666667,,1,5,16.5,246.16160116434838,38.49628127589518
931,,40,151.7,-13.4,,0,6,17.4,253.08824636543847,33.10258695180973
932,III:,50,152.02499999999998,19.583333333333332,,1,6,17.5,215.41709933917346,51.9293630165303
933,III,44,151.92499999999998,0.5166666666666667,,0,4,15.9,240.11301943581023,42.565627751660486
934,III,61,152.14999999999998,17.25,,1,5,17.0,218.99688018520723,51.215510303179656
935,,49,152.64999999999998,55.983333333333334,,0,5,17.2,156.56669176712126,49.304581196388185
936,,41,152.32499999999996,29.55,,0,5,17.2,199.26751628208785,54.42009411899979
937,II-III,65,152.225,13.966666666666667,,1,5,17.2,223.7708664178377,49.94986283288749
938,III,30,152.34999999999997,18.4,,0,5,16.6,217.38823406149746,51.812712275965204
939,,31,152.2,-11.3,,0,6,17.7,251.7252494314235,34.93904857867581
940,,48,152.27499999999998,-16.616666666666667,,0,6,17.5,256.1772972897601,31.149772589277177
941,II,56,152.42499999999998,3.6833333333333336,,1,5,17.1,237.00654505399535,44.85433575784653
942,,32,152.84999999999997,19.283333333333335,,0,5,17.0,216.30354628761742,52.562391646209655
943,III,82,153.04999999999998,33.61666666666667,,2,5,17.2,192.2728130009831,55.26341234811026
944,III,50,152.77499999999998,-2.0166666666666666,,1,5,17.1,243.49225761259987,41.64078035442433
945,,45,153.92499999999998,69.08333333333333,.0917,0,5,17.2,140.5916762133971,42.30594821894352
946,,44,153.125,23.85,,0,6,17.6,209.10126885477422,54.12958094781971
947,III,77,153.79999999999998,63.06666666666667,,1,5,16.8,147.19975736988764,46.017106621628905
948,,32,154.24999999999997,72.3,,0,5,17.1,137.32038689622047,40.228581991509394
949,III,31,153.1,6.416666666666667,,0,5,16.8,234.31620865750298,46.956840213283755
950,II-III:,55,153.67499999999998,49.81666666666667,,1,6,17.6,164.9874637644795,52.51153323656439
951,III:,52,153.475,34.71666666666667,.1427,1,6,17.6,190.32561565067627,55.59975282618118
