ACO,BMType,Count,RA_2000,Dec_2000,Redshift,Richness,D_class,Mag_10,GLON_2000,GLAT_2000
2712,III,71,1.7499999999999998,-18.066666666666666,,1,6,17.5,72.12649818252538,-76.327875558508
2713,I-II,58,0.6499999999999999,-47.15,,1,6,17.3,325.3066031980754,-67.80024711388289
2714,II-III,45,0.6249999999999999,-68.05,,0,6,17.3,309.78709696115146,-48.42168896255616
2715,III,112,0.6999999999999998,-34.666666666666664,,2,5,17.1,354.0685873251295,-77.1446674043116
2716,I-II,44,0.7249999999999999,-27.166666666666668,,0,4,16.3,29.95225940467841,-79.20646269705391
2717,I-II,52,0.825,-35.95,.0498,1,3,15.6,349.200517247965,-76.4916624410549
2718,III:,61,0.9249999999999999,-41.93333333333333,,1,5,17.2,333.26974430009636,-72.26764401877577
2719,I-II,41,0.9999999999999999,-23.116666666666667,,0,5,17.2,50.82029736989407,-78.54416359287889
2720,I,80,1.2999999999999998,-18.016666666666666,,2,6,17.4,71.05888729376927,-75.98101052398316
2721,II,192,1.5249999999999997,-34.71666666666667,.114,3,5,17.0,352.14796884087013,-77.68090143089945
2722,I,51,1.7499999999999998,-40.96666666666667,,1,5,17.2,333.5708143294374,-73.41171775224151
2723,I-II,43,1.7499999999999998,-77.13333333333334,,0,6,17.3,306.12965031621906,-39.717727666332806
2724,I-II,47,1.7999999999999998,-31.85,,0,6,17.4,4.1507434131742125,-79.28572301032627
2725,I-II,92,1.8499999999999999,-17.716666666666665,,2,6,17.4,73.46141076737291,-76.15251668170181
2726,I,47,1.8249999999999997,-28.116666666666667,,0,6,17.3,24.612504400680823,-80.1768350804598
2727,I-II,68,1.8499999999999999,-82.0,,1,6,17.3,304.7905507259061,-34.96870976522689
2728,I:,56,1.9999999999999998,-60.78333333333333,,1,6,17.3,312.2874903025848,-55.548914181269645
2729,II-III?,64,2.3499999999999996,-16.783333333333335,,1,5,17.2,77.53905286737259,-75.80125882332018
2730,II,79,2.4749999999999996,-35.68333333333333,.114,1,5,17.2,346.3316240858791,-77.69649071255743
2731,III:,39,2.5499999999999994,-56.983333333333334,.0312,0,3,15.3,313.9287559516541,-59.255799555140904
2732,II-III,39,2.5499999999999994,-64.43333333333334,,0,5,17.2,310.1569083754248,-52.112573723018
2733,III,74,2.7999999999999994,-34.43333333333333,,1,6,17.3,350.2331273970716,-78.69530948067185
2734,III,58,2.8249999999999997,-28.866666666666667,,1,4,16.3,19.4990089248355,-80.97401055683245
2735,III,57,2.9249999999999994,-67.8,,1,6,17.3,308.6212770511149,-48.88694590610582
2736,III,41,3.0,-42.233333333333334,,0,5,16.9,328.4511288430951,-72.88522178354232
2737,II-III,33,3.0,-66.33333333333333,,0,6,17.3,309.1117403139388,-50.31906222629696
2738,III,63,3.1499999999999995,-50.31666666666667,,1,6,17.4,318.07528094899584,-65.65425926073648
2739,II-III,90,3.1749999999999994,-18.7,,2,6,17.4,74.31914888443326,-77.73797919622173
2740,II-III,42,3.1749999999999994,-63.2,,0,6,17.3,310.2362691672999,-53.37543439223598
2741,III,59,3.4249999999999994,-32.46666666666667,,1,6,17.3,357.543622020135,-80.23302079838389
2742,II,66,3.4749999999999996,-23.633333333333333,,1,6,17.4,53.26927630064953,-80.83291194226828
2743,III,69,3.4999999999999996,-46.35,,1,6,17.4,321.5392901173253,-69.40225078393853
2744,III,137,3.5749999999999997,-30.383333333333333,.308,3,6,17.4,8.942845816989408,-81.23761225716044
2745,II-III,62,3.5749999999999997,-42.61666666666667,,1,6,17.3,326.55647365472714,-72.76632028079004
2746,II-III,35,3.5499999999999994,-66.06666666666666,,0,6,17.3,308.8701323856215,-50.63007344734201
2747,II-III,56,3.7749999999999995,-29.366666666666667,,1,6,17.4,15.183518579458338,-81.69294503894709
2748,III,70,3.9999999999999996,-18.2,,1,6,17.4,78.65164911179278,-77.90356044047503
2749,III,109,3.9999999999999996,-34.95,,2,5,17.2,344.8605846252976,-79.11034781938977
2750,II,69,3.9999999999999996,-37.13333333333333,,1,5,17.2,337.5186216372794,-77.50820730015631
2751,III,68,4.049999999999999,-31.383333333333333,,1,5,17.2,1.8578303959068547,-81.21953083813136
2752,II,70,4.074999999999999,-46.38333333333333,,1,6,17.4,320.46453968288523,-69.53044223901176
2753,III,76,4.074999999999999,-49.85,,1,5,17.2,317.1126777425456,-66.29964351132176
2754,II,41,4.275,-52.8,,0,6,17.4,314.61844052354036,-63.54216611469227
2755,III,120,4.375,-35.18333333333333,,2,5,16.9,342.8353130133923,-79.16514411520062
2756,II-III,79,4.45,-19.3,,1,5,17.2,76.56127745848326,-79.00671945098549
2757,III,40,3.95,-88.16666666666667,,0,5,17.2,303.2563192325708,-28.939091174430207
2758,III,37,4.599999999999999,-41.766666666666666,,0,5,17.1,325.6239526676956,-73.8743016078691
2759,III,47,4.625,-30.666666666666668,,0,5,17.2,4.838561056189383,-81.97255021297721
2760,II,39,4.8,-65.55,,0,5,17.2,308.2507356669695,-51.24403490923689
2761,II,40,4.824999999999999,-64.51666666666667,,0,6,17.3,308.56999011123105,-52.25834858122148
2762,II,45,4.849999999999999,-53.53333333333333,.1124,0,5,17.1,313.4198669810027,-62.93768711244064
2763,II-III?,58,4.999999999999999,-41.95,,1,6,17.3,324.37027865056046,-73.84420796644534
2764,II,55,5.124999999999999,-49.21666666666667,.0641,1,5,16.9,315.99923508057105,-67.11921918097481
2765,II,55,5.374999999999999,-20.75,,1,5,17.0,74.35050309197156,-80.65181620522357
2766,II-III:,58,5.674999999999999,-32.083333333333336,,1,6,17.4,352.7756781208171,-82.03060253076761
2767,II,55,5.699999999999999,-38.11666666666667,,1,5,17.2,329.81619887264145,-77.47628286020763
2768,II,68,6.0,-17.05,,1,6,17.3,89.33341068983401,-78.09172078237111
2769,I-II,33,6.049999999999999,-39.63333333333333,,0,6,17.3,325.5658299736963,-76.27406419951144
2770,II-III,33,6.049999999999999,-65.91666666666667,,0,5,17.2,307.33919532492035,-50.97786683816374
2771,I-II,33,6.1499999999999995,-40.11666666666667,,0,5,17.0,324.4044120822998,-75.87234188785423
2772,I-II,58,6.249999999999999,-37.983333333333334,,1,5,17.2,328.3721262349012,-77.80774276022264
2773,I-II,37,6.299999999999999,-43.43333333333333,,0,6,17.3,319.2734892288965,-72.85264800528492
2774,II-III,69,6.374999999999999,-65.66666666666667,,1,6,17.3,307.1951349495767,-51.24634482611356
2775,III,51,6.425,-68.93333333333334,,1,6,17.4,306.38479826042146,-48.02199756693499
2776,II,53,6.549999999999999,-50.416666666666664,,1,6,17.4,312.93255945026266,-66.21869619633743
2777,II,88,6.799999999999999,-50.25,,2,6,17.3,312.6457813350894,-66.41863686754242
2778,III,51,7.1499999999999995,-30.233333333333334,,1,5,17.0,359.78988883791,-84.10807162394741
2779,I,42,7.249999999999999,-53.1,,0,6,17.3,310.54251134617033,-63.695437371100915
2780,III,54,7.324999999999999,-29.383333333333333,,1,5,17.2,6.814908699359619,-84.62960001713837
2781,III,78,7.5249999999999995,-20.066666666666666,,1,6,17.4,87.13209062088544,-81.41441982707029
2782,II,48,7.574999999999999,-53.38333333333333,,0,5,16.5,309.99254451367875,-63.45418377213279
2783,II-III,32,7.6499999999999995,-34.4,,0,6,17.3,333.2469930061174,-81.46434949151623
2784,II-III:,53,7.699999999999998,-29.433333333333334,,1,6,17.3,4.8262666699461425,-84.90592771217848
2785,II-III:,32,7.774999999999999,-62.65,,0,6,17.4,306.9348966816395,-54.31989830117825
2786,II,64,7.9,-41.38333333333333,,1,6,17.3,317.6165289900699,-75.17437350123586
2787,I-II,59,7.974999999999999,-55.18333333333333,,1,5,17.2,308.82161805059246,-61.720932346255076
2788,III,41,8.05,-27.5,,0,6,17.4,26.85897347513796,-85.71089632111135
2789,I,48,8.324999999999998,-69.25,,0,5,17.2,305.3215030760316,-47.794009533277254
2790,II-III,88,8.449999999999998,-50.06666666666667,,2,5,17.2,310.13282747802805,-66.8142587312257
2791,III,73,8.524999999999999,-21.566666666666666,,1,6,17.3,86.6370239190606,-83.18056995341342
2792,II-III,33,8.974999999999998,-60.016666666666666,,0,6,17.3,306.49617596263073,-57.00392737725102
2793,II-III,30,8.799999999999999,-82.58333333333333,,0,5,17.1,303.56743789630883,-34.524872005806195
2794,II-III,57,9.149999999999999,-31.016666666666666,,1,6,17.3,341.8660500909813,-84.93814571177668
2795,II-III,44,9.199999999999998,-51.88333333333333,,0,6,17.3,308.299555926013,-65.09209381271967
2796,II,33,9.174999999999999,-64.46666666666667,,0,5,17.2,305.54500070485665,-52.58674645480114
2797,II,46,9.25,-62.65,,0,6,17.3,305.77978209512395,-54.398345889596676
2798,I-II,58,9.399999999999999,-28.533333333333335,.1126,1,5,17.2,7.462958426993384,-86.63366450873943
2799,I-II,63,9.374999999999998,-39.11666666666667,,1,4,16.2,315.6836644631789,-77.66441533816933
2800,III,59,9.499999999999998,-25.083333333333332,,1,4,15.8,66.31500456807971,-86.35578078787779
2801,I,74,9.649999999999999,-29.066666666666666,,1,6,17.3,357.7865020054636,-86.56904524645205
2802,III,74,9.724999999999998,-31.6,,1,6,17.4,333.5960183895232,-84.7606086709684
2803,II-III,105,9.874999999999998,-19.966666666666665,,2,6,17.4,101.40923846512428,-82.33461012349964
2804,I-II,56,9.925,-28.9,,1,5,17.2,357.8812287053873,-86.86164907119935
2805,II-III,40,9.874999999999998,-52.166666666666664,,0,6,17.3,307.24324395042134,-64.86153799000998
2806,I-II,37,10.049999999999999,-56.15,.0271,0,3,15.3,306.15094644434083,-60.90795834042405
2807,II-III,36,10.149999999999999,-34.6,,0,6,17.3,319.54005409225107,-82.17567262859916
2808,III,54,10.125,-50.233333333333334,,1,6,17.3,307.3748782901365,-66.80045621389638
2809,II,36,10.374999999999998,-43.833333333333336,,0,6,17.3,309.13384818771175,-73.1750470151011
2810,III,44,10.374999999999998,-61.083333333333336,,0,5,16.8,305.080287946231,-56.00344528960837
2811,I-II,73,10.549999999999999,-28.533333333333335,,1,5,17.2,357.8699919720334,-87.52110864826078
2812,I-II,55,10.625,-38.15,,1,6,17.3,312.0304348777605,-78.81988930284712
2813,III,155,10.849999999999998,-20.616666666666667,,3,6,17.4,106.75599125484189,-83.23453169435733
2814,II,52,10.849999999999998,-28.616666666666667,,1,5,17.2,352.50611700084613,-87.68258071109672
2815,III,110,11.374999999999998,-16.866666666666667,,2,6,17.4,115.00264617670175,-79.64688090385116
2816,II-III,48,11.449999999999998,-18.083333333333332,,0,5,16.9,114.46504749548542,-80.86225997474294
2817,I-II,47,11.424999999999999,-53.833333333333336,,0,6,17.3,304.81441023569863,-63.27394130678285
2818,I,56,11.449999999999998,-50.11666666666667,,1,6,17.4,305.24409979442953,-66.98626710447773
2819,I-II,90,11.449999999999998,-63.583333333333336,,2,4,16.0,303.98692329572947,-53.53336865363113
2820,II,51,11.924999999999999,-56.766666666666666,,1,5,17.2,303.96731878662615,-60.35407052180293
2821,I-II,30,11.974999999999998,-64.18333333333334,,0,5,17.2,303.57107011226634,-52.94052832373114
2822,I-II,67,12.074999999999998,-38.45,,1,6,17.3,306.0576207147129,-78.6592017373882
2823,II-III,39,12.074999999999998,-40.85,,0,5,17.2,305.43152580973776,-76.26301932077092
2824,III,46,12.149999999999999,-21.333333333333332,.0486,0,3,15.5,116.41297737586854,-84.16912648029663
2825,I-II?,56,12.124999999999998,-45.75,,1,6,17.3,304.5363449109905,-71.36909905884731
2826,I,44,12.399999999999999,-62.416666666666664,,0,6,17.4,303.3001974592788,-54.71027151794581
2827,II,54,12.674999999999999,-50.266666666666666,,1,6,17.3,303.2320098567697,-66.86115579448976
2828,I-II,37,12.799999999999999,-39.516666666666666,,0,6,17.3,303.14579586654025,-77.61148695238586
2829,II,50,12.824999999999998,-28.516666666666666,,1,5,17.2,304.1820301462662,-88.61125098592458
2830,II?,58,12.799999999999999,-48.56666666666667,,1,6,17.3,303.03961120728883,-68.56153600364222
2831,II,32,12.824999999999998,-55.36666666666667,,0,6,17.4,302.9733389899744,-61.76157465867928
2832,I-II,45,13.025,-23.583333333333332,,0,6,17.4,125.38391365884746,-86.45192833602356
2833,III,36,13.174999999999999,-55.68333333333333,,0,6,17.4,302.55980260212897,-61.44400717190201
2834,III,44,13.224999999999998,-50.6,,0,6,17.4,302.3494575456758,-66.5265988339395
2835,I-II,53,13.249999999999998,-46.85,,1,6,17.3,302.1405327085561,-70.27585202180637
2836,II,41,13.424999999999999,-47.6,,0,4,16.3,301.8418057011462,-69.52346411669066
2837,I-II,47,13.174999999999999,-80.25,,0,5,17.2,302.86512652500215,-36.87808872162428
2838,II,39,13.55,-39.233333333333334,,0,6,17.3,300.3834379446509,-77.88124824709705
2839,II-III,45,13.55,-50.96666666666667,,0,6,17.3,301.8561405110195,-66.15581590867095
2840,II,54,13.599999999999998,-39.81666666666667,,1,5,17.2,300.3445473041304,-77.29670111248232
2841,I,35,13.774999999999999,-48.93333333333333,,0,5,17.0,301.31342382136256,-68.18340911808647
2842,II-III,70,13.999999999999998,-24.1,,1,6,17.3,141.9393849789125,-86.80194189223927
2843,III,34,14.149999999999999,-27.5,,0,6,17.3,231.190377484151,-88.79461778532796
2844,II-III,50,14.149999999999999,-30.05,,1,5,17.2,282.03956234623365,-86.86628769619611
2845,II-III,78,14.174999999999999,-38.78333333333333,,1,6,17.3,297.87179777342647,-78.29317113825132
2846,II:,53,14.274999999999999,-29.683333333333334,,1,6,17.4,277.2856677562066,-87.15778306060143
2847,I-II,38,14.674999999999999,-34.31666666666667,,0,6,17.3,291.13814270508817,-82.64455990161622
2848,II,34,14.649999999999999,-40.733333333333334,,0,6,17.3,297.18839854998885,-76.31494591095259
2849,III,31,14.774999999999999,-20.983333333333334,,0,6,17.4,139.22061783816048,-83.61135028209081
2850,II-III,102,14.824999999999998,-29.033333333333335,,2,6,17.3,261.0796603588485,-87.42395053316453
2851,II,30,14.999999999999998,-30.4,,0,5,17.2,273.6060054998146,-86.22862238664153
2852,II-III,45,15.024999999999999,-39.6,,0,6,17.3,295.26253824037855,-77.39897983162265
2853,II-III,75,15.099999999999998,-39.13333333333333,,1,6,17.3,294.6476361453076,-77.85039866174539
2854,I-II,64,15.2,-50.516666666666666,,1,4,15.8,299.1915273771047,-66.54353877056454
2855,II-III:,75,15.299999999999999,-43.916666666666664,,1,6,17.4,296.8761353511865,-73.0966173793444
2856,II-III,53,15.399999999999997,-38.65,,1,6,17.3,293.1163645119742,-78.28390373758518
2857,I,66,15.5,-39.93333333333333,,1,6,17.3,293.89079595599543,-77.00893147437927
2858,II-III,85,15.524999999999997,-55.71666666666667,,2,6,17.4,299.8002659940654,-61.34670725739096
2859,II,43,15.549999999999997,-67.56666666666666,,0,5,16.6,301.3504636445047,-49.52852609146164
2860,I,41,16.025,-39.766666666666666,.0268,0,4,16.2,291.97930185041207,-77.09109340012397
2861,III,32,16.099999999999998,-51.53333333333333,,0,6,17.4,298.07287879720434,-65.47245426013917
2862,II,87,16.299999999999997,-16.716666666666665,,2,6,17.3,140.6472086812554,-79.11210894257329
2863,II-III,58,16.249999999999996,-48.46666666666667,,1,6,17.3,296.78991293384206,-68.49952941029447
2864,II,39,16.174999999999997,-66.91666666666667,,0,5,16.7,300.9035928322879,-50.159323194417176
2865,III,43,16.524999999999995,-35.9,,0,5,17.2,284.26086058006564,-80.69048852875731
2866,I-II,82,16.625,-17.483333333333334,,2,5,17.2,143.53727760774234,-79.74733257952106
2867,II-III,59,16.599999999999998,-33.96666666666667,,1,6,17.3,278.63976827864855,-82.44255552473201
2868,III,92,16.599999999999998,-55.71666666666667,,2,6,17.3,298.5454918153146,-61.283974385574226
2869,II-III:,55,16.824999999999996,-44.03333333333333,,1,6,17.4,293.2549271581718,-72.79565139060529
2870,I,33,16.925,-46.9,.0250,0,3,15.2,294.8009349726986,-69.97067816419623
2871,I,92,16.974999999999998,-36.71666666666667,,2,5,16.7,283.9777716141702,-79.79822066210062
2872,III:,71,17.049999999999997,-43.21666666666667,,1,6,17.4,292.088079028761,-73.55688460661548
2873,III,61,17.15,-43.7,,1,6,17.3,292.2278170505526,-73.06978058071432
2874,I,79,17.174999999999997,-40.35,,1,6,17.3,288.91422321506656,-76.3048431163264
2875,III,37,17.049999999999997,-65.7,,0,6,17.3,300.1729465648855,-51.33836476225814
2876,III,48,17.275,-57.28333333333333,,0,6,17.4,298.20349834369176,-59.682473865789994
2877,I,30,17.45,-45.9,.0241,0,2,14.3,293.1428582134936,-70.87765842742334
2878,I-II,32,17.525,-29.683333333333334,,0,5,17.2,245.9330377651018,-85.16655113871285
2879,II-III?,69,17.65,-36.18333333333333,,1,6,17.3,279.91516509745736,-80.07297379455758
2880,I-II,37,17.724999999999998,-49.333333333333336,,0,6,17.3,294.6344938579272,-67.48019112947884
2881,II,36,17.825,-17.083333333333332,,0,3,15.6,148.5192125922865,-78.95545112597227
2882,II,32,17.999999999999996,-60.63333333333333,,0,5,17.2,298.3882670654698,-56.31315167010632
2883,II,65,18.099999999999998,-36.35,,1,5,17.2,278.4813906317175,-79.76243478880366
2884,II-III?,64,18.275,-37.6,,1,6,17.3,280.7465030451983,-78.57859399988389
2885,II-III,37,18.474999999999998,-38.96666666666667,,0,6,17.3,282.73823202615205,-77.26737914770474
2886,III,45,18.524999999999995,-48.88333333333333,,0,6,17.3,293.0355546476244,-67.80716501575391
2887,II,95,18.599999999999998,-36.28333333333333,,2,5,17.2,276.3231237704574,-79.62925082835403
2888,III,45,18.574999999999996,-56.71666666666667,,0,6,17.4,296.63158502755334,-60.13104673442299
2889,I-II,65,18.699999999999996,-48.5,.0667,1,5,17.2,292.4929872638714,-68.15199601830206
2890,II,91,18.999999999999996,-21.033333333333335,,2,6,17.3,166.83616014653612,-81.72206771230405
2891,II,57,19.2,-37.86666666666667,,1,6,17.3,278.11392162119904,-78.01180016630319
2892,II:,66,19.249999999999996,-37.06666666666667,,1,5,17.2,276.0040165926576,-78.69021835126857
2893,II:,63,19.275,-50.86666666666667,,1,6,17.4,293.0390472997407,-65.76581598544499
2894,I-II,36,19.4,-22.633333333333333,,0,6,17.4,177.20126275096672,-82.55864275275425
2895,II:,62,19.525,-27.0,,1,6,17.4,213.21323544357094,-84.0636771232137
2896,I,44,19.574999999999996,-37.1,.0317,0,5,17.2,274.96489220828124,-78.5282973424857
2897,II-III,36,19.549999999999997,-56.63333333333333,,0,6,17.4,295.5443000935409,-60.10940622788669
2898,III,88,19.674999999999997,-35.06666666666667,,2,5,17.2,268.3215016505559,-80.15351636826539
2899,II-III,59,19.924999999999997,-64.65,,1,6,17.3,298.00195620677806,-52.20688060717765
2900,II-III,31,20.25,-51.483333333333334,,0,6,17.3,292.00046976482247,-65.01290215907903
2901,III:,45,20.324999999999996,-43.88333333333333,,0,6,17.3,285.09701325307856,-72.19604279852834
2902,II-III:,38,20.424999999999997,-20.416666666666668,,0,6,17.4,170.41015582999006,-80.36238175044898
2903,III,60,20.424999999999997,-55.71666666666667,,1,6,17.4,294.1624128929266,-60.89334838018011
2904,II-III?,40,20.574999999999996,-29.3,,0,6,17.4,232.44717417374432,-82.8645636034014
2905,II-III,60,20.775,-46.016666666666666,,1,6,17.4,286.6176783226925,-70.09562999899897
2906,I-II,46,20.9,-27.066666666666666,,0,6,17.4,214.27341900884144,-82.8430180193479
2907,II-III,73,21.024999999999995,-24.833333333333332,,1,6,17.4,197.39036876198335,-82.31123449399723
2908,III,75,20.999999999999996,-33.35,,1,6,17.3,256.423706397938,-80.61641036685943
2909,III,55,21.099999999999998,-37.38333333333333,,1,5,17.2,270.86299056921257,-77.61364550534626
2910,II-III:,84,21.474999999999998,-33.45,,2,6,17.3,255.39993818965908,-80.24452503336951
2911,I-II,72,21.499999999999996,-37.96666666666667,.0202,1,4,16.3,271.27844319458745,-76.95626267663464
2912,II-III,100,21.7,-49.983333333333334,,2,5,17.2,288.77882530477194,-66.16196337097429
2913,III,34,21.974999999999994,-34.03333333333333,,0,5,17.2,256.5255490252358,-79.55588441530787
2914,II-III,78,22.125,-46.88333333333333,,1,6,17.3,285.0981391653787,-68.94077532829967
2915,II,55,22.199999999999996,-29.0,,1,5,16.9,227.8995826490912,-81.55050117919141
2916,III,45,22.25,-46.25,,0,6,17.3,284.15134247013674,-69.48447393078024
2917,II,60,22.425,-53.3,,1,6,17.3,290.34734143618,-62.8834056753423
2918,III,68,22.525,-48.95,,1,6,17.3,286.5871901559466,-66.9331079703601
2919,II,52,22.724999999999998,-27.083333333333332,,1,6,17.3,214.8915359128767,-81.22018315986895
2920,II-III,53,22.874999999999996,-34.6,,1,6,17.3,256.4124306140872,-78.62143551449277
2921,I-II,60,23.025,-24.716666666666665,,1,6,17.3,200.42082796065625,-80.54789905685004
2922,I-II,115,23.074999999999996,-29.583333333333332,,2,6,17.3,230.59843485994904,-80.68481776792812
2923,I-II,50,23.074999999999996,-31.083333333333332,,1,5,17.0,239.2615727534825,-80.24311837392155
2924,II-III,49,23.299999999999997,-26.933333333333334,,0,6,17.3,214.11223599802722,-80.70060474433303
2925,I,68,23.349999999999998,-45.2,,1,6,17.4,280.8082792547549,-70.08291542401695
2926,I-II,61,23.474999999999998,-27.516666666666666,,1,5,17.2,217.72528524948575,-80.563658091784
2927,II-III,86,23.65,-27.35,,2,6,17.4,216.72730206255127,-80.40652936079614
2928,II-III,73,23.774999999999995,-27.483333333333334,,1,6,17.3,217.53189708779558,-80.2974089178785
2929,II-III,38,24.124999999999996,-27.883333333333333,,0,6,17.4,219.84760324866306,-79.98296087722714
2930,I-II,34,24.224999999999998,-34.7,,0,6,17.3,253.58347635248705,-77.66948653188
2931,II,66,24.775,-30.933333333333334,,1,6,17.3,235.82616673446813,-78.91607535169591
2932,I-II,98,25.049999999999997,-29.066666666666666,,2,6,17.3,225.99127312316674,-79.07823273133288
2933,III,77,25.174999999999997,-54.55,.0208,1,5,16.9,288.0834477592519,-61.13529596067853
2934,II-III?,42,25.299999999999997,-31.7,,0,6,17.4,238.78567596602792,-78.2482059719032
2935,II,52,25.75,-23.35,,1,6,17.4,197.81093462069825,-77.75081336412686
2936,III:,64,25.824999999999996,-37.333333333333336,,1,6,17.4,259.19105931575166,-75.04717355791253
2937,I-II,55,25.875,-46.2,,1,6,17.3,277.9694338819275,-68.32356528240668
2938,I-II,50,26.174999999999997,-22.216666666666665,,1,6,17.4,193.7269698497516,-76.9512394779236
2939,III,45,26.199999999999996,-17.016666666666666,,0,6,17.4,176.34175055217344,-74.05036170791465
2940,III,72,26.324999999999996,-24.733333333333334,,1,6,17.3,204.75193345908195,-77.66233336013522
2941,III,85,26.249999999999996,-53.0,,2,6,17.3,285.49804592962596,-62.27763601938475
2942,I-II,32,26.949999999999996,-21.833333333333332,,0,6,17.3,193.54033333434185,-76.13808926183069
2943,I-II,64,27.049999999999994,-31.916666666666668,,1,6,17.3,237.5359992779828,-76.7697647261575
2944,I,37,27.399999999999995,-25.916666666666668,,0,6,17.3,210.90082056147963,-76.94082762181321
2945,III,46,27.625,-27.083333333333332,,0,6,17.4,216.11586518956074,-76.86373654296551
2946,II,48,27.849999999999998,-24.533333333333335,,0,6,17.4,205.38914055553354,-76.26914432783165
2947,I-II,67,27.949999999999996,-25.166666666666668,,1,6,17.3,208.08091654561022,-76.32120644883658
2948,III,59,28.049999999999997,-32.7,,1,6,17.4,239.5486870443732,-75.72130595474674
2949,II-III,45,28.424999999999997,-27.233333333333334,,0,6,17.4,216.93660862033593,-76.16192554785677
2950,I-II,43,28.474999999999998,-26.533333333333335,,0,6,17.3,214.0439502450393,-76.06183750742646
2951,III,37,28.324999999999996,-58.166666666666664,,0,6,17.3,287.91585808932166,-57.121587081163824
2952,III,45,28.599999999999998,-35.68333333333333,,0,5,17.2,249.36455472184647,-74.10491621044804
2953,I-II,57,28.025,-78.66666666666667,,1,5,17.1,299.19036757976556,-38.017260027690035
2954,II,121,28.624999999999996,-71.46666666666667,,2,4,16.3,295.94162486887177,-44.7958270449249
2955,II,56,29.249999999999996,-17.033333333333335,,1,5,17.1,182.6477128423201,-71.79352634318406
2956,I-II,92,29.274999999999995,-23.983333333333334,,2,6,17.4,204.58594916027133,-74.87259208880842
2957,I,40,28.974999999999998,-79.26666666666667,,0,5,17.2,299.201350182014,-37.39039888781513
2958,III,57,29.675,-19.15,,1,6,17.4,189.15881956040627,-72.62520884749817
2959,III,41,29.574999999999996,-49.78333333333333,,0,6,17.3,277.89695317123625,-63.96921800771428
2960,I-II,35,29.9,-38.016666666666666,,0,6,17.3,254.48888876137417,-72.02929432056865
2961,I,31,29.999999999999996,-31.233333333333334,,0,6,17.3,232.3642082915759,-74.50090595597695
2962,II-III,57,30.14999999999999,-32.86666666666667,,1,5,17.2,238.09835250026447,-73.98878705272114
2963,III,41,30.199999999999996,-35.983333333333334,,0,5,17.2,248.2227129709291,-72.81377158035637
2964,II-III,47,30.275,-25.066666666666666,,0,6,17.3,209.33550733239892,-74.2378294056051
2965,III,41,30.324999999999992,-40.4,,0,6,17.3,259.98738917604305,-70.39802953161531
2966,II-III,68,30.424999999999997,-21.0,,1,6,17.3,195.7897305763706,-72.85149308114413
2967,II-III,34,30.724999999999998,-28.25,,0,6,17.3,221.13260148162902,-74.15505069433613
2968,III,42,30.95,-27.2,,0,5,17.2,217.34208208526903,-73.91870287404316
2969,I,83,30.9,-41.083333333333336,,2,5,17.2,260.8005948095899,-69.63676047771791
2970,II-III,72,31.25,-35.666666666666664,,1,6,17.3,246.07955297773503,-72.17375327509917
2971,III,37,31.3,-31.616666666666667,,0,6,17.3,232.96070433196752,-73.33890334548934
2972,I-II,47,31.425,-27.1,,0,5,17.2,217.09512092464115,-73.48993505606732
2973,II-III,76,31.624999999999996,-26.066666666666666,,1,6,17.4,213.5755197101401,-73.2023586092031
2974,II-III,63,31.649999999999995,-27.25,,1,6,17.3,217.6691582279533,-73.30110255216562
2975,III,43,31.649999999999995,-28.733333333333334,,0,6,17.3,222.8369900986761,-73.33827905623427
2976,II,102,31.699999999999996,-25.533333333333335,,2,6,17.3,211.7940153190573,-73.05503265828423
2977,I,93,31.799999999999997,-25.766666666666666,,2,6,17.3,212.632446334746,-73.00325323600714
2978,II:,41,32.02499999999999,-31.9,,0,5,17.2,233.51037044810516,-72.67974057491203
2979,II,43,32.224999999999994,-26.35,,0,6,17.3,214.7699377766406,-72.7048717060503
2980,III,59,32.275,-42.95,,1,6,17.3,263.0926528618307,-67.6788712903095
2981,II-III,30,32.49999999999999,-27.35,,0,5,17.2,218.1821884476225,-72.55421654368315
2982,II,50,32.675,-37.06666666666667,,1,6,17.4,248.59886650898,-70.55215846648798
2983,III,51,32.724999999999994,-33.083333333333336,,1,5,17.2,236.88445997525952,-71.8471845763638
2984,I,54,32.875,-40.266666666666666,,1,5,17.2,256.48702304983874,-68.87654264741899
2985,II-III,101,32.974999999999994,-17.033333333333335,,2,6,17.3,188.60104323774954,-68.8456824048137
2986,III,43,33.0,-28.433333333333334,,0,6,17.4,221.80977058342765,-72.1539712938386
2987,II-III,30,33.125,-53.46666666666667,,0,6,17.3,278.8100559757657,-59.699728759517534
2988,I-II,72,33.224999999999994,-47.11666666666667,.0649,1,5,17.2,269.6828527046319,-64.40946887325705
2989,III,67,33.349999999999994,-27.566666666666666,,1,6,17.4,219.0435529957673,-71.81502443201998
2990,I-II,33,33.55,-30.466666666666665,,0,5,17.2,228.27935079841282,-71.59107073593147
2991,II,44,33.64999999999999,-25.816666666666666,,0,6,17.3,213.6202308616015,-71.3643873214139
2992,I,30,33.725,-26.666666666666668,,0,5,17.2,216.28834472187629,-71.40738081156533
2993,II-III,55,33.725,-36.53333333333333,,1,6,17.4,246.15482057401854,-69.99448648216355
2994,III,76,33.8,-21.083333333333332,,1,6,17.4,199.896227033085,-69.98325551551768
